autor,dt_postagem,link,site,texto,titulo
Roberto Dutra,02/07/2020,https://mototour.com.br/news/crlv-digital-ja-pode-ser-baixado-em-todo-o-brasil,mototour,"A versão digital do documento de porte obrigatório dos veículos finalmente está disponível em todo o Brasil. Com a adesão do Pará, último estado que faltava, desde ontem (quarta, dia 1º de julho), todos os entes da federação podem emitir o Certificado de Registro e Licenciamento de Veículo (CRLV), como é chamado o documento, apenas em formato digital.O processo de implementação do documento digital para carros, motos e outros veículos começou no fim de 2018. E todo os estados deveriam aderir ao sistema até o próximo dia 31 de julho, conforme uma resolução do Conselho Nacional de Trânsito (Contran).Segundo o Ministério da Infraestrutura, a emissão do documento passa a ser totalmente online e não será necessário nem mesmo ir ao Departamento Estadual de Trânsito (Detran) local para obter o documento digital.Já o documento físico também muda: agora, pode ser impresso em qualquer impressora caseira. A autenticidade, segundo o Ministério, será garantida pelo QR Code que vem junto no CRLV. Mas há um senão: se o motorista quiser sair do país dirigindo seu veículo, terá que estar portando o documento impresso.Para tirar o CRLV digital e imprimi-lo, é preciso baixar o aplicativo Carteira Digital de Trânsito (CDT) - que, aliás, também permite baixar a Carteira Nacional de Habilitação (CNH) digital. O documento do carro estará lá e é atualizado após a quitação do Imposto sobre Propriedade de Veículo Automotor (IPVA) e do licenciamento anual. Além de acessá-lo pelo aplicativo, o documento está disponível no Portal de Serviços do Departamento Nacional de Trânsito (Denatran) e nos sites dos Detrans locais — de onde o usuário também poderá imprimir uma cópia física.Logo de cara surge uma preocupação: como acessar o documento estando offline? Por meio do app é possível gerar um arquivo PDF, com uma assinatura digital, que poderá ser acessado pelo dono do veículo (e do smartphone) mesmo sem acesso à internet naquele momento.",CRLV digital já pode ser baixado em todo o  Brasil
Roberto Dutra,11/06/2020,https://mototour.com.br/news/dia-de-curiosidade-andando-sobre-uma-unica-roda,mototour,"O futuro aponta para um pouco mais de individualismo no trânsito diário, inclusive nas distâncias curtas onde nem as motocicletas são práticas. Já pensou em superá-las usando um monociclo elétrico? Pois bem: a Eletricz lança no Brasil três modelos de monociclos elétricos da marca Gotway. Com sede em São Paulo e operando desde julho de 2018, a empresa passa a vender o Nikola Plus, de R$ 18.570, que tem motor de 2.000W, bateria de íon-lítio de 100V e 1.800Wh e 26kg de peso. Chega a 64 km/h de velocidade máxima e roda 160 quilômetros com uma carga. O curioso veículo ainda tem alça retrátil escondida (para ser transportado desligado e sem ser erguido do chão, como se fosse uma mala pequena de viagem), dois alto-falantes de 25W cada (para tocar músicas do telefone celular com ótima qualidade, por meio de conexão Bluetooth), pneu aro 16 e luzes de LED na traseira, na dianteira e nas laterais.O modelo intermediário é o Super Pro (MSP), de R$ 19.950. Tem motor de 2.500W, bateria de íon-lítio de 100V e 1.800 Wh e 25kg de peso. Também tem alça retrátil, dois alto-falantes (aqui, de 35W cada) e autonomia de 160 quilômetros e velocidade máxima de 60 km/h, mas o pneu é aro 18. O acabamento imita fibra de carbono e há dois faróis de 24V na parte dianteira.O completão é o Monster V3, de R$ 24.741. O motor tem 2.500W, a velocidade máxima é de 70 km/h e bateria de íon-lítio tem 100V e 1.845Wh - roda os mesmos 160km que os outros. Pesa 28,5kg, mas tem pneu aro 22, o que proporciona mais conforto e segurança. Tem, ainda, botão anti-spinning, dois alto-falantes (35W), logo lateral “Monster” em LED, pedais maiores e entrada USB. Achou os monociclos caros? São mesmo. Mas saiba que esse tipo de brinquedo de rico ou de executivo ""hipster"" tem seu público e já responde por 80% do faturamento da Eletricz, que também vende patinetes e bicicletas elétricas - a empresa faturou R$ 3,5 milhões em 2019. Nada mal, hein?  Confere aí embaixo um vídeo publicado no site da importadora Eletricz e veja que maneiro é andar nesse bichinho:",Dia de curiosidade: andando sobre uma única roda
Roberto Dutra,26/05/2020,https://mototour.com.br/news/kawasaki-vulcan-vai-ganhar-versao-h2,mototour,"Parece que a gigante japonesa Kawasaki tem planos de acrescentar uma versão H2 - ou seja, com motor sobrealimentado por compressor mecânico - a cada uma de suas linhas de motocicletas. As primeiras foram a Ninja H2 e suas versões H2 SX e SE, nas variações  supersport e supertouring. Depois, veio a Z H2, uma naked. A bola da vez, curiosamente, seria a linha de modelos custom Vulcan. O projeto está sendo desenvolvido em sigilo, mas imagens (na verdade, projeções de computador) vazaram na internet e o astuto site indianautosblog registrou.Pelas images (ruins), a custom Vulcan se tornaria uma drag bike. Tem banco apenas para o piloto e, na frente, poderia pegar emprestada a pequena carenagem de farol da Z H2, o que a deixaria bem esquisita, ou ganhar uma moldura mais clássica, como as da Harley-Davidson Low Rider S, naquele estilo ""Sons of Anarchy"" (imagem abaixo). Mas, por enquanto, são apenas suposições estlísticas. Além disso, é natural que, para acomodar o motor sobrealimentado, seriam feitas mudanças no chassi da moto.A Kawasaki, naturalmente, não confirma oficialmente o desenvolvimento da moto. Até porque é algo que ainda deve demorar uns bons dois anos e, nesse meio tempo, muita coisa pode acontecer e/ou mudar - taí a pandemia do novo Coronavírus Covid-19 para nos mostrar isso. A conferir.",Kawasaki Vulcan vai ganhar versão H2
Roberto Dutra,04/05/2020,https://mototour.com.br/news/o-futuro-sera-eletrizante,mototour,"Já sabemos que as motos elétricas estão chegando para ficar - embora sua popularização ainda vá demorar um bocado. Mas, vez por outra, surge uma novidade eletrizante (desculpem o trocadilho) nessa seara. A bola da vez é a EV Endeavor, um modelo elétrico que foi exibido no Salão de Milão do ano passado e vem passando por sucessivos aprimoramentos. A sigla ""EV"" vem de ""electric vehicle"" (veículo elétrico) e o nome Endeavor, embora pareça imponente no original em inglês, quer dizer nada mais do que ""esforço"" em português. Ok, é estranho, mas a moto é bem legal. Está em desenvolvimento há mais de uma década, tem chassi tubular e porte de uma Ninja 650. O painel é todo digital e tem o sistema Rideology da Kawasaki - que permite pareamento com smartphones.A grande diferença da Endeavor para os outros modelos elétricos já em produção ou não é o fato de ter um câmbio com quatro marchas. Explicamos: normalmente veículos elétricos não têm transmissão secundária para multiplicar ou desmultiplicar a força do motor, cuja potência e torque vão direto para a roda de tração. Segundo a Kawasaki, o uso do câmbio permite a entrega de um torque maior vindo de um motor pequeno e ainda dá mais equilíbrio entre aceleração e velocidade final. Além disso, torna a pilotagem da moto elétrica mais familiar e ""amplia a sensação de esportividade"". As especificações técnicas da Endeavor ainda não foram reveladas, mas sabemos que seu motor elétrico pode ser recarregado em fontes de 100 a 240 volts e que sua potência máxima fica perto dos 27cv - lembrando que, como em todos os motores elétricos (no caso, sem transmissão), todo o torque já está disponível a 1rpm.A autonomia no modelo em desenvolvimento é de aproximadamente 100km, razoável para um protótipo, mas pequena para um modelo de produção. Ou seja, é algo que precisa ser melhorado bastante. Por isso, também, não devemos esperar uma versão final de produção para tão cedo - é coisa para, no mínimo, o segundo semestre de 2021.Confira o vídeo sobre o desenvolvimento da moto:",O futuro será eletrizante
Mototour,13/04/2020,https://mototour.com.br/news/crlv-ja-pode-ser-impresso-em-casa,mototour,"Proprietários de veículos já podem imprimir por conta própria o Certificado de Registro e Licenciamento do Veículo (CRLV), documento que atesta que o veículo está apto a circular. O novo layout do documento eletrônico (CRLV-e), adotado em 2020, permite a impressão “caseira”, que tem total validade jurídica para rodar com o veículo, assim como o CRLV Digital. A validação se dá por meio da leitura do QR Code inserido no documento.Para obter a versão para impressão, o proprietário deve acessar o Portal de Serviços do Denatran (https://portalservicos.denatran.serpro.gov.br/) ou o aplicativo Carteira Digital de Trânsito (o da CNH e do CRLV digitais). O login é feito com os dados do cadastro no portal gov.br, informando o CPF e a senha. Usuários novos precisarão se cadastrar, seguindo o passo a passo informado na tela. Para veículos de Pessoa Jurídica, a obtenção do CRLV-e só está disponível no Portal do Denatran, com login por Certificado Digital. A impressão deverá ser em papel sulfite branco e formato A4, com tinta preta, em página única.Essa é uma facilidade instituída pela Deliberação Nº 180 do Conselho Nacional de Trânsito (Contran), publicada no final de 2019. Os CRLVs impressos em papel moeda seriam extintos no país até 30 de junho, mas a pandemia do Coronavírus Covid-19 mudou todo o planejamento - não há novo prazo para a extinção definitiva do modelo tradicional.Por outro lado, de acordo com o gestor da Carteira Digital de Trânsito (CDT), Isidro Santos, o Serpro está antecipando a integração junto aos Detrans, para que o CRLV-e possa ser oferecido o quanto antes, até mesmo devido às mudanças ocasionadas pela crise do novo Coronavírus.Sendo assim, o documento em formato 100% digital já está disponível para os motoristas de 13 estados: Amazonas, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Mato Grosso, Pernambuco, Piauí, Paraná, Rondônia, Rio Grande do Sul e Santa Catarina, além do Distrito Federal.Para emitir o CRLV-e, o veículo não pode ter débitos junto aos órgãos de trânsito. Para ter acesso ao documento, o motorista só precisa cadastrar os dados do veículo na plataforma, dentro do app da CDT. Dessa forma, poderá inclusive acessar o CRLV-e sem necessidade de conexão com a internet.Os proprietários podem imprimir o documento em PDF ou em papel A4 quantas vezes forem necessárias e sem custos. A autenticação do documento é feita por meio do app VIO, que também é usado pelas autoridades de trânsito.CRLV DigitalAlém da versão ""imprimível"", o CRLV-e também está disponível na forma digital, dentro do aplicativo gratuito Carteira Digital de Trânsito. A versão virtual dispensa o porte de documento em papel, exceto para transitar em outro país (aí é obrigatório o porte da versão impressa do CRLV-e).Mas ter o documento impresso em papel pode ser útil para eventuais casos em que o celular não está disponível por qualquer motivo - com a bateria descarregada, por exemplo. Para ser válido, ele só precisa ter sido impresso em uma qualidade razoável, que permita a leitura do código QR pelo agente de trânsito.",CRLV já pode ser impresso em casa
Roberto Dutra,17/03/2020,https://mototour.com.br/news/motociclistas-brasileiros-na-argentina-a-saga-continua,mototour,"Os motociclistas brasileiros na Expedição Atacama Mototour que tiveram a circulação limitada e quase proibida em solo argentino no último domingo por conta da pandemia de Coronavírus Covid-19 têm enfrentado dificuldades para voltar ao Brasil. O grupo de 15 motos e 25 pessoas foi retido em Termas de Rio Hondo, mas conseguiu deixar o município no próprio domingo, escoltado pela polícia. Seguiram até a cidade de Salta, onde já haviam estado antes, e pernoitaram. Na manhã de segunda-feira, pegaram a estrada rumo ao município de Presidencia Roque Sáenz Peña. Mas, no caminho, foram novamente abordados pela polícia, que quis impedir o avanço do grupo. Depois de negociações entre os organizadores da excursão e as autoridades, eles foram liberados para seguir viagem. Chegaram, então, a um hotel em Sáenz Peña. Lá, policiais argentinos foram até o local acompanhados de médicos e os brasileiros tiveram que fazer testes de temperatura corporal. Todos foram aprovados. Hoje, mais uma vez após liberação policial, o destino foi Posadas, a última cidade na Argentina onde eles vão pernoitar, para amanhã, quarta-feira, finalmente cruzarem a fronteira com o Brasil por Foz do Iguaçu - um percurso de aproximadamente 300km.Durante as negociações para que o grupo seguisse viagem, o Ministério das Relações Exteriores do Brasil foi procurado para falar sobre o caso. Pela assessoria de imprensa, o Itamaraty informou que ""os consulados do Brasil na Argentina estão em contato frequente com cidadãos brasileiros que os procuraram reportando eventuais dificuldades de deslocamento, buscando repassar-lhes informações relativas à limitação de movimentação"".Segundo o ministério, ""tendo em vista tratar-se de uma crise global, recomenda-se ao cidadão brasileiro obedecer estritamente as orientações das autoridades do país onde se encontram"".",Motociclistas brasileiros na Argentina: a saga continua
Roberto Dutra,10/02/2020,https://mototour.com.br/news/e-surge-a-nova-ducati-scrambler,mototour,"As duas versões têm quadro de aço com uma treliça principal compondo um triângulo logo abaixo do tanque e balança traseira de alumínio, tudo pintado na cor preta. Em ambas, escapes e banco são novos, o para-lama traseiro ficou mais curto e o suporte de placa ficou menor. E repare que, na parte interna do farol (que é de LED), há um ""X"" de metal. Segundo a Ducati, o recurso estético foi inspirado nas fitas de proteção que motociclistas de scramblers e cafe racers costumavam aplicar nas lentes dessas motos nos anos 70 (na verdade o hábito existe até hoje). As duas ainda têm controle de tração, ABS com atuação em curvas e três modos de pilotagem. Aliás, o painel também muda: aquele mostrador único redondo continua, mas ganha um exótico apêndice sobreposto à esquerda, também digital. Ali passa a ficar a o velocímetro. Ficou bacana!Na 1.100 Pro, os garfos dianteiros também são na cor preta, enquanto o tanque de 15 litros é full-colour com um friso discreto. O guidom, novo, é mais baixo que o anterior, mas ainda tem uma certa curvatura para cima, enquanto os espelhos exibem desenho tradicional. Já a Scrambler 1100 Sport PRO é uma versão mais refinada. A suspensão dianteira é fornecida pela grife sueca Öhlins e os garfos são pintados na cor dourada. O guidom é bem baixo, quase reto em relação à mesa superior, e os espelhos são redondos e posicionados nas pontas dos manetes, no estilo cafe racer. O tanque e as laterais recebem pintura especial.As vendas na Europa das novas Ducati Scrambler 1.100 Pro e Sport Pro começam em março. No Brasil, é coisa para o segundo semestre, na melhor das hipóteses. Atualmente só a versão custom é vendida, por R$ 44.900. Experiência anteriorAndei numa Scrambler uns três anos atrás e foi pura alegria: moto na mão, altinha, curta e com capacidade de fazer curvas virada do avesso. O senão era o excesso de nervosismo, com marchas muito curtas -  gritava em baixa e soluçava em alta, dependendo da velocidade. Já em 2019 pilotei outra Scrambler, aperfeiçoada. Não tinha esses inconvenientes e foi só alegria. Ou seja, se a Ducati tiver acertado a mão, essa nova Scrambler deve ser uma das motos mais divertidas da galáxia! Quer ver mais detalhes das novas Scrambler? Atenção ao teaser que a Ducati lançou no finalzinho de janeiro:",E surge a nova Ducati Scrambler!
Roberto Dutra,28/01/2020,https://mototour.com.br/news/o-bolso-agradece,mototour,"Na Triumph, pelo menos por enquanto, os descontos têm prazo de validade. A Bonneville T100 Black passa a ser vendida por R$ 37.490, contra R$ 42.600 da tabela normal. E a Street Twin teve seu preço reduzido de R$ 40.300 para também R$ 37.490. Outra na promoção é a Street Scrambler 900, que está por R$ 39.790, contra R$ 43.850 ""normais"". Na Harley, a redução é pra valer, e foi na linha Sportster. A Iron 883 passou de R$ 43.900 para R$ 39.900, e a Iron 1200 foi de R$ 47.400 para R$ 43.900 - reduções foram de R$ 4 mil e R$ 3,5 mil, respectivamente. Segundo a marca, os preços foram efetivamente reduzidos - não é uma promoção temporária.",O bolso agradece!
Roberto Dutra,09/01/2020,https://mototour.com.br/news/harley-de-baixa-cilindrada-confirmada-para-junho,mototour,"A notícia se espalhou ainda no segundo semestre do ano passado: através de uma parceria com a Qianjiang Motorcycle chinesa, a Harley teria um modelo ""pequeno"" baseado na italiana Benelli 302s. A notícia foi confirmadissima em dezembro e, agora, a informação atualizada dá conta de  que a nova moto será lançada em junho - na China.Por enquanto o projeto é chamado de HD338. E esse número alude não só ao tamanho do motor - um bicilíndrico refrigerado a água-, mas também por lembrar o ""883"" das Sportster (só que invertido, claro).Mas essa HD338 não será baseada exatamente na atual Benelli 302s. O modelo italiano (cuja marca pertence justamente ao grupo chinês) vai passar por atualizações em breve. Mesmo assim, o motor dois-em-linha de 38cv e o quadro serão iguais, enquanto a ""roupa"" - tanque, banco, farol, lanterna, laterais rabeta etc - será particular de cada moto, assim como as suspensões. A vinda dessa Harley 338 para o Brasil seria ótima - traria mais competição para o segmento e certamente o modelo teria o menor preço entre os vendidos pela marca americana no país, possibilitando o acesso de um número maior de compradores. Mas é algo pouquíssimo provável: a Harley prefere se manter como marca ""premium"" no Brasil, onde colhe resultados equilibrados desde a saída do antigo importador, quando a matriz assumiu as operações como subsidiária, em 2011. E nunca é demais lembrar que, lá fora, a Harley tem os interessantes modelos Street 500 e 750, que até chegaram a ser cogitados para cá, mas jamais foram de fato trazidos para o país.Abaixo, a Benelli 302s atual:",Harley de baixa cilindrada confirmada para junho
Arthur Caldeira,19/11/2019,https://mototour.com.br/news/triumph-apresenta-nova-rocket-3-r-a-moto-com-maior-motor-do-mundo,mototour,"Única marca exclusivamente ""premium"" expondo na edição deste ano do Salão Duas Rodas 2019, a inglesa Triumph não decepcionou: trouxe duas novidades de peso, literalmente. Afinal, uma delas é a Rocket 3 R, a moto com o maior motor do mundo, além da renovada naked Street Triple RS, que usa o mesmo motor da Moto2.A nova geração da Rocket 3 R ganhou um motor ainda maior: são 2.500 cm³ distribuídos pelos três grandes cilindros. Toda essa capacidade consegue gerar 167 cv de potência máxima (a 6.000 rpm), o que representa um aumento de 11% em relação ao modelo anterior.O novo motor também possui o torque mais alto de qualquer motocicleta de produção do mundo, com 22,5 kgf.m de torque máximo – 71% a mais do que a concorrente mais próxima! Sem falar que houve uma redução de 15% (cerca de 40 kg) no peso final, ou seja, a Rocket 3 R deve ser um canhão. As vendas da moto no mercado brasileiro terão início no primeiro trimestre do próximo ano.A nova geração da Street Triple RS também só chega ao mercado no primeiro trimestre de 2020, mas deve fazer sucesso no estande da marca no SDR 2019 e faz sua estreia em solo brasileiro. A naked traz como maior diferencial um aumento expressivo de desempenho, graças a uma atualização realizada no seu motor pela equipe de motores da categoria Moto2, da qual a Triumph é fornecedora exclusiva.O motor de três cilindros e 765 cc da nova Street Triple RS ganhou um aumento significativo no seu torque, que agora ficou 9% maior na faixa intermediária de rotações, atingindo um pico de 8,06 kgf.m (a 9.350 rpm). A curva de potência também aumentou 9% na faixa intermediária, mas manteve o pico de 123 cv (a 11.750 rpm).","Triumph apresenta nova Rocket 3 R, a moto com maior motor do mundo"
Arthur Caldeira,14/10/2019,https://mototour.com.br/news/yamaha-mt-03-chega-em-2020-com-mudancas-veja-5-novidades,mototour,"Uma das motos mais vendidas da Yamaha em todo o mundo, com mais 200 mil comercializadas nos últimos dois anos, e sucesso no Brasil, onde lidera o segmento naked, a MT-03 mudou para 2020. Entre as novidades estão design modernizado, painel digital e suspensões revistas.Como sua ""irmã"" esportiva, a YZF-R3, foi renovada no ano passado – e já está, inclusive, à venda no Brasil – também era aguardada uma atualização da naked. Além disso, suas principais concorrentes, KTM 390 Duke e Kawasaki Z 400, mudaram recentemente, acirrando a concorrência, a Yamaha teve que renovar a MT-03. Confira agora as cinco principais novidades da nova geração da compacta premium, que chega às lojas da Europa no final deste ano, mas deve desembarcar no Brasil apenas em meados de 2020.A novidade mais evidente está no design, que foi modernizado, com uma cobertura do tanque que conferiu um aspecto mais ""musculoso"" à naked. Destaque para o conjunto óptico frontal, que agora tem duas luzes de posição e um ""canhão"" central, todos de LED.A instalação da nova cobertura do tanque e a roupagem revisada permitiram que os engenheiros da Yamaha melhorassem a a posição ideal de pilotagem, garantindo mais conforto e controle, segundo a marca. O assento mais baixo, juntamente com o guidão mais alto, garante uma posição de pilotagem mais ergonômica.O antigo painel de instrumentos foi substituído por outro completamente digital, com tela de LCD negativo. Além de mais informativo, está mais fácil de operar, segundo a Yamaha.Assim como a R3, a nova MT-03 ganhou garfos telescópicos invertidos na dianteira, com tubos de 37 mm. Embora não ofereçam ajustes, proporcionam um amortecimento mais progressivo. Na traseira, a balança ficou mais longa e o monoamortecedor ganhou novos ajustes para melhorar o desempenho do conjunto em frenagens e curvas. Contudo as novidades acrescentaram mais 3 kg ao modelo, que agora pesa 168 kg.Embora não tenha melhorado seu desempenho – 42 cv de potência e 3,01 kgf.m de torque – a Yamaha afirma que fez melhorias internas ao bicilíndrico de 321 cm³, DOHC e com arrefecimento líquido. Além de bielas e pistões forjados, o cilindro também é feito em liga de alumínio e já atende às normas de emissão de poluentes Euro 5, equivalente à regulamentação do Promot 4, fase 2, vigente no Brasil.",Yamaha MT 03 chega em 2020 com mudanças; veja 5 novidades.
Ícaro Beldani,07/08/2019,https://mototour.com.br/news/yamaha-r3-2020-fica-mais-esportiva-e-custa-a-partir-de-r-23990,mototour,"Com mudanças profundas e atualizações importantes, a nova Yamaha YZF-R3 acaba de desembarcar no Brasil. Uma das principais atrações da marca durante o EICMA 2019, o Salão de motos de Milão, que aconteceu na Itália, em novembro passado, a pequena esportiva foi praticamente toda revista pelos engenheiros da marca. O preço parte de R$ 23.990.A começar pela carenagem que foi totalmente renovada para melhorar a aerodinâmica da moto que leva inspirações da família R, como as susperesportivas YZF-R6 e YZF-R1. De acordo com a Yamaha, toda a roupagem foi desenvolvida com alta tecnologia em túnel de vento. O pára-brisa, inteiramente redesenhado, está mais arrojado e promete diminuir a turbulência ao redor da área do capacete de quem a pilota.O resultado de todas essas mudanças foi o ganho de até 8 km/h na velocidade final da nova R3 em relação à geração anterior. A nova altura do tanque de combustível também coopera para o incremento, já que foi reduzida em 20 mm, permitindo que o piloto consiga baixar mais o tronco, reduzindo a resistência e o arrasto do vento. Ele permanece com capacidade de 14 litros.As novas carenagens, de fato, levam a R3 para mais perto das irmãs maiores, e sugerem bons momentos na pista - além da sua já conhecida habilidade entre os carros, nas ruas. Pensando nos pilotos de fim de semana, a Yamaha também mudou o duto de ventilação para o radiador, alterando a entrada de ar e melhorando o arrefecimento do motor.A mesa superior também foi redesenhada e agora apresenta visual similar ao da R1. O modelo traz painel 100% digital com novo layout, mais limpo, e com leitura fácil. O mostrador tem indicador de combustível, marchas, conta-giros, indicador de consumo instantâneo e médio, hodômetro total e dois parciais, relógio, indicador de troca de óleo e temperatura do líquido de arrefecimento.Por fim, todo o sistema de iluminação foi alterado. E a nova Yamaha YZF-R3 sai de fábrica com faróis de LED.Na parte ciclística, destaque para a nova suspensão invertida na dianteira, com 130 mm de curso. Embora não ofereça ajustes, o funcionamento das suspensões invertidas (upside-down) é mais apropriado para a pilotagem esportiva, principalmente em pista.O motor bicilíndrico foi mantido sem alterações e continua com 321 cc e seus bons 42 cv e 3 kgfm de torque. O câmbio tem seis velocidades.A nova YZR-R3 estará disponível na rede de concessionárias Yamaha nesta primeira semana de agosto e terá três opções de cores. O vermelho fosco metálico (Red Velvet), o azul metálico (Racing Blue) e a Monster Energy MotoGP Edition, combinação do preto metálico com o azul brilhante, que remete à equipe da marca no Mundial de Motovelocidade.Para as versões vermelho e azul, o preço público sugerido será de R$ 23.990, enquanto para a Monster Energy MotoGP Edition, R$ 24.490 (ambas sem frete). Todas as versões da nova R3 contam com quatro anos de garantia.",Yamaha R3 2020 fica mais esportiva e custa a partir de R$ 23.990
